grdc	ArcID	lat	lon	river	station
1112100	48212	14.75	-11.25	SENEGAL	KAYES
1112300	48601	13.75	-11.25	SENEGAL	GALOUGO
1112330	48604	13.75	-9.75	BAOULE (TRIB. ATUI, SENEGAL)	SIRAMAKANA
1112340	48793	13.25	-9.75	BAKOYE	TOUKOTO
1112350	48792	13.25	-10.25	BAFING (TRIB. ATUI, SENEGAL)	DIBIA
1134050	49532	11.25	-8.25	SANKARANI	SELINGUE
1134100	48980	12.75	-7.75	NIGER	KOULIKORO
1134200	49170	12.25	-7.25	BAOULE (TRIB. NIGER)	DIOILA
1134220	49535	11.25	-6.75	BAGOE	PANKOUROU
1134300	48983	12.75	-6.25	BANI	DOUNA
1134310	49353	11.75	-5.75	BANIFING	KOUORO 2
1134480	48614	13.75	-4.75	BANI	SOFARA
1134500	48421	14.25	-4.25	NIGER	NANTAKA (MOPTI)
1134700	47605	16.25	-3.75	NIGER	DIRE
1134850	47177	17.25	-0.75	NIGER	TOSSAYE
1134900	47826	15.75	0.25	NIGER	ANSONGO
1147010	55374	-4.25	15.25	CONGO	KINSHASA
1147011	53778	-0.25	25.25	CONGO	PONTHIERVILLE
1147012	54973	-3.25	25.75	CONGO	KINDU
1147200	54956	-3.25	17.25	KASAI (TRIB. CONGO)	KUTU-MOKE
1147201	55578	-4.75	21.25	KASAI (TRIB. CONGO)	PORT-FRANCQUI
1159100	63986	-28.75	17.75	ORANGE	VIOOLSDRIF
1159130	64597	-30.75	20.25	SAK	HOL PADS LEEGTE (27814016)
1159300	63833	-28.25	21.25	ORANGE	UPINGTON
1159302	64153	-29.25	23.75	ORANGE	MARKSDRIFT (27815208)
1159303	64306	-29.75	24.25	ORANGE	VLUYTJESKRAAL (27815205)
1159650	64610	-30.75	26.75	ORANGE	ALIWAL NOORD (27819103)
1159800	63362	-26.75	28.25	VAAL	ELANDSFONTEIN ENGELBRECHTSDRIFT
1160460	65396	-33.75	24.75	GROOTRIVIER (ZA-EASTERN CAPE)	GROOTRIVIERSPOORT (27691206)
1160510	65286	-33.25	26.25	GROOT-VIS	BRANDT LEGTE PIGGOT'S BRIDGE
1160880	64012	-28.75	30.75	TUGELA	MANDINI (27661102)
1196100	62516	-24.25	30.75	ELEFANTES / OLIFANTSRIVIER	FINALE (27521009)
1196400	62154	-23.25	27.75	LIMPOPO	BOTSWANA OXENHAM RANCH
1196550	61783	-22.25	29.75	LIMPOPO	BEITBRUG U/S
1197500	62871	-25.25	31.75	KROKODILRIVIER (TRIB. INCOMATI)	TENBOSCH (27613216)
1234080	48235	14.75	0.25	GOROUOL	ALCONGUI
1234130	48815	13.25	1.25	SIRBA	GARBE-KOUROU
1234150	48627	13.75	1.75	NIGER	NIAMEY
1234180	48816	13.25	1.75	GOROUBI	DIONGORE AMONT
1234250	49371	11.75	3.25	NIGER	GAYA
1237500	48837	13.25	12.25	KOMADOUGOU YOBE	BAGARA DIFFA
1255100	59932	-17.25	14.25	CUNENE / KUNENE	RUACANA (64740001)
1257100	60125	-17.75	19.75	OKAVANGO / CUBANGO	RUNDU (64932101)
1257101	60128	-17.75	21.25	OKAVANGO / CUBANGO	MUKWE (64932102)
1258200	61002	-20.25	15.75	UGAB RIVER	VINGERKLIP (64734002)
1258201	61370	-21.25	13.75	UGAB RIVER	UGAB SLAB (64734003)
1258503	62128	-23.25	14.75	KUISEB RIVER	ROOIBANK (64731011)
1259100	63666	-27.75	17.75	FISH RIVER (NA)	AI-AIS (64812014)
1259101	63341	-26.75	17.75	FISH RIVER (NA)	SEEHEIM (64812008)
1259150	64465	-30.25	28.25	ORANGE	SEAKA BRIDGE (66819303)
1259350	62845	-25.25	18.75	AUOB RIVER	GOCHAS
1269600	54576	-2.25	34.25	GURUMETI	MUSOMA ROAD (55116003)
1271500	54369	-1.75	34.75	MARA	MARA MINES
1286660	56752	-7.75	36.75	GREAT RUAHA	MTERA
1286700	56944	-8.25	36.75	KILOMBERO	SWERO
1286900	56754	-7.75	37.75	RUFIJI	STIGLER
1287800	55991	-5.75	35.25	BUBU	BAHI
1289200	55612	-4.75	38.25	PANGANI	KOROGWE
1289450	56376	-6.75	38.75	RUVU	MOROGORO ROAD BRIDGE (55223108)
1291100	59952	-17.25	24.25	ZAMBEZI	KATIMA MULILO (64370001)
1291200	60132	-17.75	23.25	KWANDO RIVER	KONGOLA
1308600	37645	33.75	-3.75	MOULOUYA	DAR EL CAID
1309700	37336	34.25	-5.25	SEBOU	AZIB SOLTANE
1335014	50585	8.75	13.75	BENUE	RIAO
1335122	50783	8.25	12.75	FARO	SAFAIE
1335181	50175	9.75	13.75	KEBI	COSSI
1337101	50983	7.75	15.25	VINA	TOUBORO
1338050	52383	3.75	10.25	SANAGA	EDEA
1338201	51723	5.75	14.25	LOM	BETARE-OYA
1338252	51717	5.75	11.25	MBAM	MANTOUM
1338400	52230	4.25	11.75	SANAGA	NACHTIGAL
1338600	51536	6.25	12.75	DJEREM	MBAKAOU
1339100	52384	3.75	10.75	NYONG	DEHANE
1340500	52867	2.25	11.75	NTEM	NGOAZIK
1348152	52236	4.25	14.75	KADEI	PANA
1348401	52703	2.75	13.25	DJA	BIE
1362100	40259	29.75	31.25	NILE	EL EKHSASE
1362600	43854	23.75	32.75	NILE	ASWAN DAM
1389100	61606	-21.75	44.25	MANGOKY	BANIAN
1389230	60868	-19.75	44.75	TSIRIBIHINA	BETOMBA
1389470	62707	-24.75	46.25	MANDRARE	AMBOASARY
1389500	60167	-17.75	46.75	IKOPA	ANTSATRANA
1389520	59988	-17.25	47.25	BETSIBOKA	AMBODIROKA
1389600	62178	-23.25	47.25	MANANARA	MAROANGATY
1426380	51692	5.75	-4.75	BANDAMA	TIASSALE
1427500	51688	5.75	-6.75	SASSANDRA	SOUBRE
1428500	51503	6.25	-3.75	COMOE	MBASSO
1445100	55164	-3.75	12.25	KOUILOU	SOUNDA
1445490	55370	-4.25	13.25	NIARI	LOUDIMA
1448050	52873	2.25	14.75	DJA	NGBALA
1448100	53043	1.75	16.25	SANGHA	OUESSO
1472150	52907	2.25	31.75	VICTORIA NILE	PAARA
1472300	53613	0.25	33.25	VICTORIA NILE	OWEN RESERVOIR
1491200	60502	-18.75	27.25	GWAAI	KAMATIVI G/W
1491210	60676	-19.25	27.75	GWAAI	DAHLIA CONTROL SECTION (63351138)
1495240	61405	-21.25	31.25	RUNDE	TOKWE CONFLUENCE D/S C/S
1495700	60684	-19.25	31.75	SAVE	CONDO D/S G/W (63422121)
1526300	51698	5.75	-1.75	PRA	DABOASI
1530100	51877	5.25	-2.75	TANO	ALANDA
1531100	50753	8.25	-2.25	BLACK VOLTA	BAMBOI
1531450	50146	9.75	-0.75	WHITE VOLTA	NAWUNI
1531600	49744	10.75	-0.25	WHITE VOLTA	YARUGU
1531700	51511	6.25	0.25	VOLTA	SENCHI(HALCROW)
1531800	50352	9.25	0.25	OTI	SABARI
1537100	49214	12.25	14.75	CHARI	NDJAMENA(FORT LAMY)
1537150	50179	9.75	15.75	LOGONE	BONGOR
1537180	50789	8.25	15.75	LOGONE	MOUNDOU
1537250	50791	8.25	16.75	PENDE	DOBA
1537300	49982	10.25	17.25	CHARI	BOUSSO
1537450	50988	7.75	17.75	OUHAM	MOISSALA
1537500	50595	8.75	18.75	CHARI	SARH(FORT ARCHAMBAULT)
1537800	49590	11.25	20.75	BAHR AZOUM	AM-TIMAN
1577102	50637	8.75	39.75	AWASH	METAHARA
1577602	49825	10.75	40.25	AWASH	ADAITU
1591470	58571	-13.25	28.25	KAFUE	NDUBENI
1631100	49746	10.75	0.75	OTI	MANGO
1634400	49724	10.75	-10.25	NIGER	KOUROUSSA
1634420	49928	10.25	-9.75	NIANDAN	BARO
1634500	50129	9.75	-9.25	MILO	KANKAN
1634600	49529	11.25	-9.75	TINKISSO	OUARAN
1643100	53935	-0.75	10.25	OGOOUE	LAMBARENE
1643150	54130	-1.25	10.75	NGOUNIE	FOUGAMOU
1643200	53749	-0.25	10.75	OGOOUE	NDJOLE
1643300	53752	-0.25	12.25	OGOOUE	BOOUE
1643400	53940	-0.75	12.75	OGOOUE	LASTOURVILLE
1643420	53386	0.75	12.75	IVINDO	LOA-LOA
1643450	53204	1.25	12.75	IVINDO	MAKOKOU
1644200	54944	-3.25	11.25	NYANGA	TCHIBANGA
1663100	48099	15.25	32.75	BLUE NILE	KHARTOUM
1663800	49433	11.75	34.25	BLUE NILE	ROSEIRES DAM
1664100	47023	17.75	34.25	ATBARA	KILO 3
1666100	50416	9.25	32.25	SOBAT	HILLET DOLEIB
1673100	47890	15.75	32.25	WHITE NILE	MOGREN
1673600	50211	9.75	31.75	WHITE NILE	MALAKAL
1673900	52107	4.75	31.75	WHITE NILE	MONGALLA
1732100	51144	7.25	1.25	MONO	ATHIEME
1733300	50762	8.25	2.25	OUEME	PONT DE SAVE
1733320	50563	8.75	2.75	OKPARA	KABOUA
1733600	51146	7.25	2.25	OUEME	BONOU
1734450	49369	11.75	2.25	MEKROU	BAROU
1734600	49555	11.25	3.25	SOTA	COUBERI
1737150	51545	6.25	17.25	OUHAM	BOSSANGOA
1737210	51178	7.25	18.25	OUHAM	BATANGAFO
1737700	50391	9.25	19.75	BAHR AOUK	GOLONGOSSO
1748500	52554	3.25	16.25	SANGHA	SALO
1749050	52398	3.75	17.75	LOBAYE	M'BATA
1749080	52080	4.75	18.25	MPOKO	BOSSELE-BALI
1749100	52081	4.75	18.75	UBANGI	BANGUI
1749480	52087	4.75	21.75	KOTTO	KEMBE
1749550	51920	5.25	23.75	CHINKO	RAFAI
1749600	51923	5.25	25.25	MBOMOU	ZEMIO
1812100	47368	16.75	-14.75	SENEGAL	DAGANA
1812500	48210	14.75	-12.25	SENEGAL	BAKEL
1812600	48405	14.25	-12.25	FALEME	KIDIRA
1813200	48785	13.25	-13.75	GAMBIA	GOULOUMBOU
1813460	48787	13.25	-12.75	GAMBIA	WASSADOU AMONT
1815020	49336	11.75	-14.25	CORUBAL	SALTINHO AMONT
1834101	50966	7.75	6.75	NIGER	LOKOJA
1835900	50777	8.25	9.75	BENUE	IBI
1837107	49018	12.75	11.25	YOBE	GASHUA
1837250	49205	12.25	10.25	JAMA'ARE	KATAGUM
1837401	49204	12.25	9.75	HADEJIA	HADEJIA
1870800	54771	-2.75	30.75	KAGERA	RUSUMO
1878100	53100	1.75	44.75	SHEBELLE	AFGOI
1878500	52134	4.75	45.25	SHEBELLE	BELET UEN
1880100	52447	3.75	42.25	JUBA	LUGH GANANA
1891500	59420	-15.75	33.25	ZAMBEZI	MATUNDO-CAIS (58316087)
1928865	49938	10.25	-4.75	COMOE	FOLONZO
1931180	49177	12.25	-3.75	BLACK VOLTA	NWOKUY
1931295	48989	12.75	-3.25	BLACK VOLTA	MANIMENSO
1931370	49359	11.75	-2.75	BLACK VOLTA	BOROMO
1931400	49739	10.75	-2.75	BLACK VOLTA	DAPOLA
1931725	48993	12.75	-1.25	WHITE VOLTA	WAYEN
1934715	48812	13.25	-0.25	FAGA	LIPTOUGOU
1992900	59603	-16.25	35.25	SHIRE	CHIROMO
2106500	29432	45.75	126.25	SONGHUA JIANG	HAERBIN
2106600	30995	43.75	126.75	SONGHUA JIANG	JILIN
2151100	40692	29.25	91.25	BRAHMAPUTRA	YANGCUN
2178100	44282	23.25	116.75	NEN JIANG	TONGMENG
2178300	33527	40.25	115.75	YONGDING HE	GUANTING (GUANKING)
2178500	33886	39.75	118.75	LUAN HE	LUAN XIAN
2180400	36212	36.25	102.25	HUANG SHUI	MINHE
2180500	37198	34.75	108.25	JING HE	ZHANGJIASHAN
2180700	37204	34.75	111.25	HUANG HE (YELLOW RIVER)	SANMENXIA
2180711	34209	39.25	106.75	HUANG HE (YELLOW RIVER)	TANGLAI QU
2180750	37206	34.75	112.25	YILUO HE	HEISHIGUAN
2180800	37209	34.75	113.75	HUANG HE (YELLOW RIVER)	HUAYUANKOU
2181300	41338	28.25	101.75	YALONG JIANG	LUNING
2181400	41037	28.75	108.25	WU JIANG	GONGTAN
2181500	38108	33.25	96.75	TONGTIAN HE	ZHIMENDA
2181600	39756	30.75	111.25	YANGTZE RIVER (CHANG JIANG)	YICHANG
2181800	39762	30.75	114.25	YANGTZE RIVER (CHANG JIANG)	HANKOU
2181850	42282	26.75	114.75	GAN JIANG (KAN RIVER)	JIAN
2181900	39768	30.75	117.25	YANGTZE	DATONG
2181950	38470	32.75	117.75	HUAI HE	BENGBU
2182100	38452	32.75	108.75	HAN SHUI (HAN CHIANG)	ANKANG
2186500	44550	22.75	108.25	YU JIANG	NANNING
2186800	44271	23.25	111.25	XI JIANG	WUZHOU 3
2186900	43995	23.75	113.25	BEI JIANG	HENGSHI
2186950	44277	23.25	114.25	DONG JIANG	BOLUO
2217102	36145	36.25	68.75	KUNDUZ	BAGHLAN
2217200	35823	36.75	69.75	KOKCHAH	KHOJAGAR
2218100	36783	35.25	63.25	MORGHAB RIVER	BALA MURGHAB
2218200	37424	34.25	63.75	HARI RUD RIVER	TAGAW GHAZA
2218450	35817	36.75	66.75	BALKH	RABAT-I-BALA
2240100	37439	34.25	71.25	KABUL	DAKAH
2240200	37123	34.75	70.75	KUNAR	PUL-I-KAMA
2260100	42537	26.25	95.75	CHINDWIN RIVER	HKAMTI
2260500	44811	22.25	96.25	IRRAWADDY	SAGAING
2261500	46352	19.25	96.25	SITTANG RIVER	TOUNGOO
2335200	37441	34.25	72.25	INDUS	ATTOCK
2335950	43066	25.25	68.25	INDUS	KOTRI
2337100	40652	29.25	71.25	CHENAB RIVER	PANJNAD
2423500	38964	31.75	48.75	KARUN	AHVAZ
2423800	38967	31.75	50.25	KARUN	POL-E-SHALU
2428200	37706	33.75	50.25	QOM	ABBAS-ABAD
2428350	38652	32.25	51.75	ZAYANDEH	POL-E-KHAJU
2469050	45878	20.25	102.25	MEKONG	LUANG PRABANG (VIENGKHAM)
2469060	45633	20.75	102.75	NAM OU	MUONG NGOY
2469072	46867	18.25	102.25	MEKONG	NEAR VIENTIANE
2469140	46868	18.25	102.75	NAM NGUM	THA NGON
2469260	48164	15.25	105.75	MEKONG	PAKSE
2548400	40983	28.75	81.25	KARNALI RIVER	CHISAPANI
2548500	40984	28.75	81.75	BHERI RIVER	JAMU
2549350	41302	28.25	83.75	KALI GANDAKI	KOTAGAON SHRINGE
2549500	41618	27.75	84.25	NARAYANI (NP/IN), GANDAK (IN)	DEVGHAT
2550200	41624	27.75	87.25	ARUN RIVER	TURKEGHAT
2550450	41924	27.25	86.75	SUN KOSI (KOSI RIVER)	KAMPUGHAT
2569003	49475	11.75	105.25	MEKONG	KOMPONG CHAM
2587100	31393	43.25	141.75	ISHIKARI	ISHIKARI-OHASHI
2588551	36587	35.75	140.25	TONE	FUKAWA (TONE NORTH BRANCH)
2589500	35593	37.25	138.75	SHINANO, CHIKUMA	OJIYA
2595400	38323	32.75	44.25	EUPHRATES	HINDIYA
2595600	36094	36.25	43.25	TIGRIS	MOSUL
2595700	38003	33.25	44.25	TIGRIS	BAGHDAD
2651100	43109	25.25	89.75	BRAHMAPUTRA	BAHADURABAD
2677100	35245	37.75	127.25	HAN-GANG (HAN RIVER)	INDOGYO
2694510	36901	35.25	128.25	NAKTONG	SAMNANGJIN
2706100	28165	47.25	110.75	KERULEN	UNDURKHAM
2707100	25999	49.75	99.75	DELGER M-R-N	MUREN
2707500	26437	49.25	103.25	SELENGA	CHUTIC
2707600	26871	48.75	103.25	ORHON GOL	ORKHON
2707700	26877	48.75	106.25	HARAA GOL	BARUN KHARAA
2744200	26844	48.75	89.75	KOBDO (HOVD)	ULGI
2836100	37445	34.25	74.25	JHELUM RIVER	BARAMULA BR.
2837100	38064	33.25	74.75	CHENAB RIVER	AKHNOOR
2839100	39018	31.75	75.75	BEAS	MANDI PLAIN
2846800	43105	25.25	87.75	GANGES	FARAKKA
2851300	42529	26.25	91.75	BRAHMAPUTRA	PANDU
2851500	41936	27.25	92.75	BHARELI	N.T. ROAD CROSSING
2853050	44194	23.25	72.75	SABARMATI RIVER	AHMEDABAD
2853150	44480	22.75	73.25	MAHI RIVER	SEVALIA
2853200	45053	21.75	73.75	NARMADA	GARUDESHWAR
2853300	45328	21.25	73.25	TAPTI RIVER	KATHORE
2853500	44493	22.75	79.75	NARMADA	JAMTARA
2854020	44506	22.75	86.25	SUBARNAREKHA RIVER	KOKPARA
2854050	43942	23.75	86.75	DAMODAR RIVER	RHONDIA
2854100	47289	17.25	75.75	BHIMA RIVER	TAKALI
2854150	47719	16.25	75.75	KRISHNA	ALAMATI
2854180	47510	16.75	77.25	BHIMA RIVER	YADGIRI
2854300	47516	16.75	80.25	KRISHNA	VIJAYAWADA
2854400	47934	15.75	77.75	TUNGABHADRA RIVER	BAWAPURAM
2854450	48141	15.25	77.25	HAGARI RIVER	RAMAPURAM
2854500	48538	14.25	79.75	PENNER RIVER	NELLORE
2854700	49278	12.25	76.25	CAUVERY RIVER	KRISHNARAJASAGAR
2854800	49853	10.75	78.75	CAUVERY RIVER	GRAND ANICUT
2855800	45607	20.75	84.75	MAHANADI RIVER (MAHAHADI)	KAIMUNDI
2856200	46328	19.25	76.25	GODAVARI	DHALEGAON
2856300	46330	19.25	77.25	GODAVARI	BABLI
2856320	46578	18.75	77.75	GODAVARI	BASAR
2856500	46581	18.75	79.25	GODAVARI	MANCHERIAL
2856530	46092	19.75	79.25	WARDHA RIVER	BAMNI BR.
2856550	45844	20.25	79.75	WAINGANGA RIVER	ASHTI
2856600	46336	19.25	80.25	INDRAVATI RIVER	PARTHGUDEM
2856900	47301	17.25	81.75	GODAVARI	POLAVARAM
2876500	32830	41.25	127.25	YALU RIVER	KUMCHANG
2893100	34239	39.25	125.75	TADONG	MIRIM
2901200	11564	65.25	168.75	ANADYR	NOVY YEROPOL
2901201	11572	65.25	172.75	ANADYR	SNEZHNOYE
2901300	14879	62.25	166.75	PENZHINA	KAMENSKOYE
2902850	20301	56.25	161.25	KAMCHATKA	BOLSHIE SCHEKI
2903050	18990	57.75	114.75	VITIM	BODAIBO
2903052	22887	53.25	112.25	VITIM	ROMANOVKA
2903054	21534	54.75	116.75	VITIM	KALAKAN
2903056	20662	55.75	115.75	VITIM	SPITSYUNO
2903070	16354	60.75	135.75	ALLAKH-YUN	ALLAKH
2903080	17311	59.75	134.75	MAYA	CHABDA
2903081	17757	59.25	135.75	YUDOMA	KURUN-TARGYUKHAH
2903087	19022	57.75	130.75	UCHUR	CHULBU
2903120	21095	55.25	117.25	KALAKAN	KALAKAN
2903150	14815	62.25	134.25	AMGA	TERUT
2903151	16346	60.75	131.75	AMGA	AMGA
2903152	17296	59.75	127.25	AMGA	BUYAGA
2903215	21089	55.25	114.25	TSIPA	Z. UJU
2903240	20242	56.25	114.75	MUYA	TAKSIMO
2903300	19398	57.25	108.25	KIRENGA	SHOROKHOVO
2903301	21075	55.25	107.25	KIRENGA	KARAM
2903330	19809	56.75	105.25	KUTA	NOVO-ILINKA
2903401	19849	56.75	125.25	TIMPTON	UST-BARALAS
2903402	18606	58.25	127.25	TIMPTON	UST-TIMPTON
2903422	22413	53.75	105.75	LENA	KACHUG
2903424	21071	55.25	105.25	LENA	GRUZNOVKA
2903426	18569	58.25	108.75	LENA	ZMEINOVO
2903427	17267	59.75	112.75	LENA	KRESTOVSKI
2903428	16822	60.25	120.75	LENA	SOLYANKA
2903429	15328	61.75	129.25	LENA	TABAGA
2903430	4475	72.25	126.75	LENA	STOLB
2903470	15322	61.75	126.25	SINYAYA	PESCHANOYE
2903471	14795	62.25	124.25	SINYAYA	TONGULAKH
2903475	16339	60.75	128.25	BOTOMA	BROLOG
2903479	16828	60.25	123.75	TUOLBA	ALEKSEIEVKA
2903480	17728	59.25	121.25	OLEKMA	KUDU-KEL
2903482	21102	55.25	120.75	OLEKMA	SREDNAYA OLEKMA
2903490	17280	59.75	119.25	CHARA	TOKKO
2903495	15826	61.25	120.75	NAMANA	MEIEMKIDE (MYANKINDA)
2903497	16321	60.75	119.25	BIRYUK	BIRYUK
2903601	15340	61.75	135.25	ALDAN	OHOTSKY PEREVOZ
2903602	17751	59.25	132.75	ALDAN	UST-MIL
2903603	18187	58.75	127.75	ALDAN	UGINO
2903605	19008	57.75	123.75	ALDAN	SUON-TIIT
2903630	17275	59.75	116.75	BOLSHOY PATOM	PATOMA
2903647	17265	59.75	111.75	PELEDUY	SOL'ZAVOD
2903650	19409	57.25	113.75	MAMAKAN	MAMAKAN
2903654	18986	57.75	112.75	MAMA	LUGOVSKY
2903701	14782	62.25	117.75	VILYUY	SUNTAR
2903702	13708	63.25	113.75	VILYUY	SULDUKAR
2903703	13705	63.25	112.25	VILYUY	CHERNYSHEVSKYI
2903704	13153	63.75	109.25	VILYUY	UST-AMBARDAKH
2903710	12617	64.25	120.25	TYUNG	UGULYATSY
2903721	12039	64.75	116.75	MARKHA	CUMPURUK
2903722	10280	66.25	114.75	MARKHA	SHALAGONTSY
2903728	12030	64.75	112.25	MORKOKA	HABARDINO
2903730	13713	63.25	116.25	YGYATTA	YGYATTA
2903740	15289	61.75	109.75	CHONA	UST-MARKHAYA
2906200	23823	52.25	117.75	SHILKA	SRETENSK
2906201	22903	53.25	120.25	SHILKA	CHASOVAYA
2906300	25634	50.25	130.25	BUREYA	MALINOVKA
2906500	24306	51.75	129.25	SELEMDZHA	UST-ULMA
2906700	27367	48.25	134.75	AMUR	KHABAROVSK
2906800	30247	44.75	133.75	USSURI	KIROVSKY
2906900	25648	50.25	137.25	AMUR	KOMSOMOLSK
2906901	23868	52.25	140.25	AMUR	BOGORODSKOYE
2907010	22420	53.75	109.25	BARGUZIN	BARGUZIN
2907020	24264	51.75	108.25	UDA (TRIB. SELENGA)	ULAN-UDE
2907043	25158	50.75	108.75	KHILOK	MALETA
2907060	25154	50.75	106.75	CHIKOY	POVOROT
2907061	25592	50.25	109.25	CHIKOY	GREMYACHKA
2907080	25152	50.75	105.75	DZHIDA	DZIDHA II
2907400	23803	52.25	107.75	SELENGA	MOSTOVOY
2907403	25586	50.25	106.25	SELENGA	NAUSHKI
2908010	19375	57.25	96.75	BIRYUSA (ONA)	PHEDINO
2908011	20209	56.25	98.25	BIRYUSA (ONA)	SHITKINO
2908050	18949	57.75	94.25	TASEYEVA	MASHUKOVKA
2908099	18966	57.75	102.75	ANGARA	NEVON
2908100	18539	58.25	93.75	ANGARA	TATARKA
2908101	18548	58.25	98.25	ANGARA	BOGUCHANY
2908102	20216	56.25	101.75	ANGARA	BRATSKAYA
2908105	24257	51.75	104.75	ANGARA	IRKUTSKAYA GES
2908106	20651	55.75	110.25	VERKH. ANGARA	VERKHNAYA ZAIMKA
2908180	23328	52.75	102.75	BELAYA (TRIB. ANGARA)	SHANHAR
2908190	21956	54.25	102.25	OKA (TRIB.: ANGARA)	UST'-KADA
2908200	21953	54.25	100.75	IYA	TULUN
2908210	20639	55.75	104.25	ILIM (TRIB.: ANGARA)	KOCHENGA
2908303	21059	55.25	99.25	CHUNA (UDA)	SHIROKOVO
2908680	17685	59.25	99.75	CHADOBETS	YARKINO
2909150	9044	67.25	86.75	YENISEY	IGARKA
2909151	11981	64.75	87.75	YENISEY	SUKHAYA TUNGUSKA
2909152	15250	61.75	90.25	YENISEY	POD. TUNGUSKA
2909153	18537	58.25	92.75	YENISEY	YENISEISK
2909154	20616	55.75	92.75	YENISEY	BAZAIHA
2909156	21044	55.25	91.75	YENISEY	KRASNOYARSKAYA GES
2909158	23305	52.75	91.25	YENISEY	NIKITINO
2909159	24232	51.75	92.25	YENISEY	UST'-USA
2909161	23776	52.25	94.25	BOLSHOY YENISEY	KARA-HAK
2909163	23780	52.25	96.25	BOLSHOY YENISEY	TORA-KHEM
2909164	24238	51.75	95.25	MAL. YENISEY	KYZYL
2909240	24231	51.75	91.75	KHEMCHIK	CHIYME
2909260	22845	53.25	91.25	ABAKAN (TRIB.: YENISEY)	RAYKOV
2909314	22387	53.75	92.75	TUBA	BUGURTAK
2909321	22391	53.75	94.75	KAZYR	KAZYR
2909360	20201	56.25	94.25	KAN (TRIB. YENISEY)	PODPOROG
2909391	18118	58.75	93.25	BOLSHAYA PIT	SUKHOY-PIT
2909400	14731	62.25	92.25	PODKAMENNAYA TUNGUSKA	KUZMOVKA
2909401	15262	61.75	96.25	PODKAMENNAYA TUNGUSKA	BAYKIT
2909403	17693	59.25	103.75	PODKAMENNAYA TUNGUSKA	CHEMDAL'SK
2909520	10219	66.25	84.25	TURUKHAN	YANOV STAN
2909540	14183	62.75	86.25	YELOGUY	YELOGUY
2909560	16758	60.25	88.75	SYM	SYM
2909702	15800	61.25	107.75	NIZHNAYA TUNGUSKA	YERBOGACHEN
2909704	12577	64.25	100.25	NIZHNAYA TUNGUSKA	TURA
2909705	11406	65.25	89.75	NIZHNAYA TUNGUSKA	BOL. POROG
2909720	11424	65.25	98.75	TEMBENCHI	TEMBENCHI
2910100	16728	60.25	73.75	BOLSHOY YUGAN	UGUT
2910110	11953	64.75	73.75	TROMYEGAN	ERMAKOVO
2910120	15207	61.75	68.75	NAZYM	KYSHYK
2910130	15211	61.75	70.75	LYAMIN	GORZHKOVO
2910140	16723	60.25	71.25	BOLSHOY SALYM	LEMPINY
2910150	15214	61.75	72.25	PIM	PIM
2910160	15219	61.75	74.75	AGAN (TRIB. OB)	AGAN
2910170	15743	61.25	79.25	VAKH	YOBKHINSKOYE
2910200	17205	59.75	81.75	TYM (TRIB. OB)	NAPAS
2910230	18520	58.25	84.25	BOLSHAYA KET	RODYONOVKA
2910231	18107	58.75	87.75	KET	MAKSIMKIY YAR
2910240	18091	58.75	79.75	VASYUGAN	NAUNAK
2910260	18926	57.75	82.75	CHAYA	PODGORNOYE
2910300	19768	56.75	84.75	TOM (TRIB. OB)	TOMSK
2910310	18931	57.75	85.25	CHULYM (TRIB. OB)	BATURINO
2910312	19772	56.75	86.75	CHULYM (TRIB. OB)	ZYRYANSKOJE
2910313	19359	57.25	88.75	CHULYM (TRIB. OB)	TEGULDET
2910314	20193	56.25	90.25	CHULYM (TRIB. OB)	KRASNYI ZAVOD
2910319	21041	55.25	90.25	CHULYM (TRIB. OB)	KOP'YEVO
2910326	20606	55.75	87.75	KIYA (TRIB. CHULYM)	MARIINSK
2910441	25547	50.25	86.75	KATUN (TRIB. OB)	MALYI YALOMAN
2910470	23294	52.75	85.75	BIYA	BIYSK
2910473	24223	51.75	87.75	BIYA	ARTIBASH
2910490	22376	53.75	87.25	TOM (TRIB. OB)	NOVOKUZNETSK
2910560	23289	52.75	83.25	ALEY	ALEYSK
2910581	21030	55.25	84.75	NIZHNAYA INYA	KAILI
2910600	17646	59.25	80.25	OB	PROKHORKINO
2910601	18927	57.75	83.25	OB	KOLPASHEVO
2910603	21026	55.25	82.75	OB	DUBROVINO
2910606	22364	53.75	81.25	OB	KAMEN'NA OBI
2910607	22830	53.25	83.75	OB	BARNAUL
2910608	23758	52.25	85.25	OB	PHOMINSKOJE
2910660	22370	53.75	84.25	CHUMYSH	TALMENKA
2911095	16221	60.75	69.25	IRTYSH	HANTI-MANSISK
2911097	18488	58.25	68.25	IRTYSH	TOBOLSK
2911098	18903	57.75	71.25	IRTYSH	UST-ISHIM
2911099	19748	56.75	74.75	IRTYSH	EKATERININSKOJE
2911100	21007	55.25	73.25	IRTYSH	OMSK
2911104	25098	50.75	78.75	IRTYSH	SEMIYARSKOJE
2911105	25536	50.25	81.25	IRTYSH	SHULBA
2911109	27697	47.75	85.75	CHERNYY IRTYSH	BURAN
2911200	21439	54.75	69.25	ISHIM	PETROPAVLOVSK
2911207	24631	51.25	66.25	ISHIM	DERJAVINSKOJE
2911391	19747	56.75	74.25	OSHA	TRESHETKINO
2911452	21008	55.25	73.75	OM	KALACHINSK
2911456	20590	55.75	79.75	OM	CHUMAKOVO
